category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0007555	1.00000000000775	0.660335863917073	0	2	regulation of ecdysteroid secretion	BP	1	1
GO:0035929	1.00000000000775	0.660335863917073	0	2	steroid hormone secretion	BP	1	1
GO:0045457	1.00000000000775	0.660335863917073	0	2	ecdysteroid secretion	BP	1	1
GO:0140353	1.00000000000775	0.660335863917073	0	2	lipid export from cell	BP	1	1
GO:2000831	1.00000000000775	0.660335863917073	0	2	regulation of steroid hormone secretion	BP	1	1
GO:0008191	1.00000000000776	0.853661407943442	0	2	metalloendopeptidase inhibitor activity	MF	1	1
GO:0035022	1.00000000000778	0.660966628650791	0	3	positive regulation of Rac protein signal transduction	BP	1	1
GO:0016432	1.00000000000778	0.946030024848673	0	2	tRNA-uridine aminocarboxypropyltransferase activity	MF	1	1
GO:0000730	1.0000000000078	0.857694744546968	0	3	DNA recombinase assembly	BP	1	1
GO:0090735	1.0000000000078	0.857694744546968	0	3	DNA repair complex assembly	BP	1	1
GO:0071472	1.00000000000786	0.653336896381151	0	2	cellular response to salt stress	BP	1	1
GO:0034113	1.00000000000789	0.657475271513079	0	2	heterotypic cell-cell adhesion	BP	1	1
GO:0034114	1.00000000000789	0.657475271513079	0	2	regulation of heterotypic cell-cell adhesion	BP	1	1
GO:0034116	1.00000000000789	0.657475271513079	0	2	positive regulation of heterotypic cell-cell adhesion	BP	1	1
GO:0019102	1.00000000000789	0.718217150203075	0	2	male somatic sex determination	BP	1	1
GO:0000111	1.00000000000791	0.817676248636642	0	1	nucleotide-excision repair factor 2 complex	CC	1	1
GO:0010777	1.00000000000791	0.817676248636642	0	1	meiotic mismatch repair involved in reciprocal meiotic recombination	BP	1	1
GO:0050750	1.00000000000791	0.817676248636642	0	1	low-density lipoprotein particle receptor binding	MF	1	1
GO:0071942	1.00000000000791	0.817676248636642	0	1	XPC complex	CC	1	1
GO:0031005	1.00000000000792	0.814215616935245	0	1	filamin binding	MF	1	1
GO:0042686	1.00000000000792	0.517245486153382	0	5	regulation of cardioblast cell fate specification	BP	1	1
GO:2000043	1.00000000000792	0.517245486153382	0	5	regulation of cardiac cell fate specification	BP	1	1
GO:1903562	1.00000000000792	0.829557635385435	0	1	microtubule bundle formation involved in mitotic spindle midzone assembly	BP	1	1
GO:0016560	1.00000000000794	0.712939642002123	0	3	protein import into peroxisome matrix, docking	BP	1	1
GO:0071595	1.00000000000795	0.786323600682516	0	3	Nem1-Spo7 phosphatase complex	CC	1	1
GO:0004651	1.00000000000795	0.784609637432766	0	2	polynucleotide 5'-phosphatase activity	MF	1	1
GO:0003031	1.00000000000797	0.976920864238777	0	2	detection of carbon dioxide	BP	1	1
GO:0005415	1.00000000000797	0.976920864238777	0	2	nucleoside:sodium symporter activity	MF	1	1
GO:0015220	1.00000000000797	0.976920864238777	0	2	choline transmembrane transporter activity	MF	1	1
GO:0090325	1.00000000000797	0.976920864238777	0	2	regulation of locomotion involved in locomotory behavior	BP	1	1
GO:0004095	1.00000000000798	0.717082056190458	0	2	carnitine O-palmitoyltransferase activity	MF	1	1
GO:0016416	1.00000000000798	0.717082056190458	0	2	O-palmitoyltransferase activity	MF	1	1
GO:0005123	1.000000000008	0.945701530708534	0	1	death receptor binding	MF	1	1
GO:0015647	1.000000000008	0.945701530708534	0	1	peptidoglycan transmembrane transporter activity	MF	1	1
GO:0015835	1.000000000008	0.945701530708534	0	1	peptidoglycan transport	BP	1	1
GO:0031264	1.000000000008	0.945701530708534	0	1	death-inducing signaling complex	CC	1	1
GO:0031265	1.000000000008	0.945701530708534	0	1	CD95 death-inducing signaling complex	CC	1	1
GO:0036462	1.000000000008	0.945701530708534	0	1	TRAIL-activated apoptotic signaling pathway	BP	1	1
GO:2001238	1.000000000008	0.945701530708534	0	1	positive regulation of extrinsic apoptotic signaling pathway	BP	1	1
GO:0007347	1.000000000008	0.829848674851291	0	1	regulation of preblastoderm mitotic cell cycle	BP	1	1
GO:0003908	1.00000000000802	0.961924804353025	0	1	methylated-DNA-[protein]-cysteine S-methyltransferase activity	MF	1	1
GO:0004648	1.00000000000802	0.961924804353025	0	1	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	MF	1	1
GO:0006307	1.00000000000802	0.961924804353025	0	1	DNA dealkylation involved in DNA repair	BP	1	1
GO:0034512	1.00000000000804	0.865728457789521	0	1	box C/D RNA binding	MF	1	1
GO:0005785	1.0000000000081	0.711699711083644	0	2	signal recognition particle receptor complex	CC	1	1
GO:0044747	1.00000000000812	0.890392573269481	0	1	pre-miRNA 3'-end processing	BP	1	1
GO:0044748	1.00000000000812	0.890392573269481	0	1	3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing	MF	1	1
GO:0008174	1.00000000000814	0.60420305429833	0	5	mRNA methyltransferase activity	MF	1	1
GO:0043008	1.00000000000814	0.690150367262628	0	2	ATP-dependent protein binding	MF	1	1
GO:0061670	1.00000000000815	0.775876428581126	0	2	evoked neurotransmitter secretion	BP	1	1
GO:0004484	1.00000000000815	0.832392738205868	0	1	mRNA guanylyltransferase activity	MF	1	1
GO:0035517	1.00000000000816	0.769474631101448	0	2	PR-DUB complex	CC	1	1
GO:0035520	1.00000000000816	0.769474631101448	0	2	monoubiquitinated protein deubiquitination	BP	1	1
GO:0035521	1.00000000000816	0.769474631101448	0	2	monoubiquitinated histone deubiquitination	BP	1	1
GO:0035522	1.00000000000816	0.769474631101448	0	2	monoubiquitinated histone H2A deubiquitination	BP	1	1
GO:0036408	1.00000000000818	0.822800169696504	0	1	histone acetyltransferase activity (H3-K14 specific)	MF	1	1
GO:1990907	1.00000000000819	0.461924991138352	0	4	beta-catenin-TCF complex	CC	1	1
GO:0034272	1.0000000000082	0.721016247552315	0	3	phosphatidylinositol 3-kinase complex, class III, type II	CC	1	1
GO:0036071	1.00000000000821	0.847938015614517	0	3	N-glycan fucosylation	BP	1	1
GO:0005280	1.00000000000822	0.965528949431035	0	2	amino acid:proton symporter activity	MF	1	1
GO:0015495	1.00000000000822	0.965528949431035	0	2	gamma-aminobutyric acid:proton symporter activity	MF	1	1
GO:1903730	1.00000000000824	0.698179480478359	0	2	regulation of phosphatidate phosphatase activity	BP	1	1
GO:1904647	1.00000000000826	0.817159722708283	0	2	response to rotenone	BP	1	1
GO:0071542	1.00000000000827	0.822365429794543	0	2	dopaminergic neuron differentiation	BP	1	1
GO:0043095	1.00000000000831	0.810026192283814	0	2	regulation of GTP cyclohydrolase I activity	BP	1	1
GO:0050678	1.00000000000833	0.734797009852608	0	2	regulation of epithelial cell proliferation	BP	1	1
GO:0050680	1.00000000000833	0.734797009852608	0	2	negative regulation of epithelial cell proliferation	BP	1	1
GO:0005971	1.00000000000834	0.817593023838005	0	1	ribonucleoside-diphosphate reductase complex	CC	1	1
GO:0045724	1.00000000000835	0.805760760284482	0	2	positive regulation of cilium assembly	BP	1	1
GO:0000493	1.00000000000836	0.744057223863898	0	2	box H/ACA snoRNP assembly	BP	1	1
GO:0035233	1.00000000000836	0.769598159150265	0	2	germ cell repulsion	BP	1	1
GO:0003876	1.00000000000838	0.823095865502269	0	1	AMP deaminase activity	MF	1	1
GO:0032264	1.00000000000838	0.823095865502269	0	1	IMP salvage	BP	1	1
GO:0047623	1.00000000000838	0.823095865502269	0	1	adenosine-phosphate deaminase activity	MF	1	1
GO:0098936	1.0000000000084	0.852836670848225	0	2	intrinsic component of postsynaptic membrane	CC	1	1
GO:0099055	1.0000000000084	0.852836670848225	0	2	integral component of postsynaptic membrane	CC	1	1
GO:0060561	1.00000000000841	0.814134496485333	0	3	apoptotic process involved in morphogenesis	BP	1	1
GO:0048763	1.00000000000841	0.817279748275316	0	2	calcium-induced calcium release activity	MF	1	1
GO:0034986	1.00000000000842	0.927465766687642	0	2	iron chaperone activity	MF	1	1
GO:2000683	1.00000000000843	0.86962029413551	0	4	regulation of cellular response to X-ray	BP	1	1
GO:0004468	1.00000000000844	0.866309098844986	0	1	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	MF	1	1
GO:1904684	1.00000000000844	0.866309098844986	0	1	negative regulation of metalloendopeptidase activity	BP	1	1
GO:1905049	1.00000000000844	0.866309098844986	0	1	negative regulation of metallopeptidase activity	BP	1	1
GO:2000776	1.00000000000844	0.866309098844986	0	1	histone H4 acetylation involved in response to DNA damage stimulus	BP	1	1
GO:2000873	1.00000000000844	0.866309098844986	0	1	regulation of histone H4 acetylation involved in response to DNA damage stimulus	BP	1	1
GO:0001837	1.00000000000847	0.971386810774519	0	2	epithelial to mesenchymal transition	BP	1	1
GO:0048762	1.00000000000847	0.971386810774519	0	2	mesenchymal cell differentiation	BP	1	1
GO:1903830	1.00000000000848	0.776569897390486	0	2	magnesium ion transmembrane transport	BP	1	1
GO:1904071	1.0000000000085	0.801046913488046	0	2	presynaptic active zone assembly	BP	1	1
GO:0003983	1.00000000000851	0.852919520034753	0	1	UTP:glucose-1-phosphate uridylyltransferase activity	MF	1	1
GO:0006011	1.00000000000851	0.852919520034753	0	1	UDP-glucose metabolic process	BP	1	1
GO:0051748	1.00000000000851	0.852919520034753	0	1	UTP-monosaccharide-1-phosphate uridylyltransferase activity	MF	1	1
GO:0008612	1.00000000000851	0.841980162219082	0	2	peptidyl-lysine modification to peptidyl-hypusine	BP	1	1
GO:0007451	1.00000000000851	0.976920853220777	0	2	dorsal/ventral lineage restriction, imaginal disc	BP	1	1
GO:0048735	1.00000000000851	0.976920853220777	0	2	haltere morphogenesis	BP	1	1
GO:0016600	1.00000000000854	0.705947222103382	0	2	flotillin complex	CC	1	1
GO:0051731	1.00000000000863	0.757890312013108	0	3	polynucleotide 5'-hydroxyl-kinase activity	MF	1	1
GO:0030121	1.00000000000863	0.503866073182095	0	5	AP-1 adaptor complex	CC	1	1
GO:0016848	1.00000000000864	0.82747135753792	0	1	carbon-halide lyase activity	MF	1	1
GO:0018833	1.00000000000864	0.82747135753792	0	1	DDT-dehydrochlorinase activity	MF	1	1
GO:0051694	1.00000000000866	0.833259586178953	0	1	pointed-end actin filament capping	BP	1	1
GO:0043971	1.00000000000871	0.794958911710791	0	1	histone H3-K18 acetylation	BP	1	1
GO:0043982	1.00000000000871	0.794958911710791	0	1	histone H4-K8 acetylation	BP	1	1
GO:0043993	1.00000000000871	0.794958911710791	0	1	histone acetyltransferase activity (H3-K18 specific)	MF	1	1
GO:0044017	1.00000000000871	0.794958911710791	0	1	histone acetyltransferase activity (H3-K27 specific)	MF	1	1
GO:1990226	1.00000000000871	0.794958911710791	0	1	histone methyltransferase binding	MF	1	1
GO:1990414	1.00000000000871	0.710075395605947	0	2	replication-born double-strand break repair via sister chromatid exchange	BP	1	1
GO:2000395	1.00000000000871	0.820494838325405	0	1	regulation of ubiquitin-dependent endocytosis	BP	1	1
GO:2000397	1.00000000000871	0.820494838325405	0	1	positive regulation of ubiquitin-dependent endocytosis	BP	1	1
GO:1905879	1.00000000000872	0.701427437947488	0	3	regulation of oogenesis	BP	1	1
GO:0035318	1.00000000000874	0.802425660240564	0	1	imaginal disc-derived wing hair outgrowth	BP	1	1
GO:0046523	1.00000000000876	0.837295094974634	0	1	S-methyl-5-thioribose-1-phosphate isomerase activity	MF	1	1
GO:0040038	1.00000000000877	0.810100667137499	0	1	polar body extrusion after meiotic divisions	BP	1	1
GO:0060031	1.00000000000878	0.824245219939089	0	2	mediolateral intercalation	BP	1	1
GO:0031435	1.00000000000879	0.689011539325768	0	2	mitogen-activated protein kinase kinase kinase binding	MF	1	1
GO:0002939	1.00000000000879	0.911627150524446	0	2	tRNA N1-guanine methylation	BP	1	1
GO:0030836	1.0000000000088	0.664102314771841	0	2	positive regulation of actin filament depolymerization	BP	1	1
GO:0070876	1.0000000000088	0.917510045659656	0	2	SOSS complex	CC	1	1
GO:0006480	1.0000000000089	0.945356288097105	0	1	N-terminal protein amino acid methylation	BP	1	1
GO:0008962	1.0000000000089	0.945356288097105	0	1	phosphatidylglycerophosphatase activity	MF	1	1
GO:0018016	1.0000000000089	0.945356288097105	0	1	N-terminal peptidyl-proline dimethylation	BP	1	1
GO:0035568	1.0000000000089	0.945356288097105	0	1	N-terminal peptidyl-proline methylation	BP	1	1
GO:0035928	1.0000000000089	0.945356288097105	0	1	rRNA import into mitochondrion	BP	1	1
GO:0051029	1.0000000000089	0.945356288097105	0	1	rRNA transport	BP	1	1
GO:0051908	1.0000000000089	0.945356288097105	0	1	double-stranded DNA 5'-3' exodeoxyribonuclease activity	MF	1	1
GO:0071885	1.0000000000089	0.945356288097105	0	1	N-terminal protein N-methyltransferase activity	MF	1	1
GO:0004827	1.00000000000891	0.756713840334538	0	2	proline-tRNA ligase activity	MF	1	1
GO:0006433	1.00000000000891	0.756713840334538	0	2	prolyl-tRNA aminoacylation	BP	1	1
GO:0010705	1.00000000000892	0.924073933286483	0	2	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	BP	1	1
GO:0005160	1.00000000000892	0.66562235205235	0	2	transforming growth factor beta receptor binding	MF	1	1
GO:0005760	1.00000000000892	0.845903148717241	0	2	gamma DNA polymerase complex	CC	1	1
GO:0008821	1.00000000000893	0.900041451207044	0	3	crossover junction endodeoxyribonuclease activity	MF	1	1
GO:0008808	1.00000000000893	0.914013008003523	0	1	cardiolipin synthase activity	MF	1	1
GO:0030572	1.00000000000893	0.914013008003523	0	1	phosphatidyltransferase activity	MF	1	1
GO:0034722	1.00000000000895	0.958635703359058	0	2	gamma-glutamyl-peptidase activity	MF	1	1
GO:0035311	1.00000000000903	0.666558399983353	0	3	wing cell fate specification	BP	1	1
GO:0008273	1.00000000000903	0.921757456554685	0	5	calcium, potassium:sodium antiporter activity	MF	1	1
GO:2000826	1.00000000000905	0.72527079970637	0	2	regulation of heart morphogenesis	BP	1	1
GO:0004013	1.00000000000907	0.670241503653831	0	3	adenosylhomocysteinase activity	MF	1	1
GO:0016802	1.00000000000907	0.670241503653831	0	3	trialkylsulfonium hydrolase activity	MF	1	1
GO:0043530	1.00000000000911	0.783631398959812	0	3	adenosine 5'-monophosphoramidase activity	MF	1	1
GO:0070855	1.00000000000912	0.788518203182649	0	2	myosin VI head/neck binding	MF	1	1
GO:0006409	1.0000000000092	0.844153360690945	0	1	tRNA export from nucleus	BP	1	1
GO:0051683	1.0000000000092	0.571306541139783	0	3	establishment of Golgi localization	BP	1	1
GO:0000301	1.00000000000922	0.761790601454121	0	2	retrograde transport, vesicle recycling within Golgi	BP	1	1
GO:1902116	1.00000000000922	0.88448475131922	0	4	negative regulation of organelle assembly	BP	1	1
GO:0006104	1.00000000000925	0.726383689957678	0	2	succinyl-CoA metabolic process	BP	1	1
GO:0000009	1.00000000000925	0.789554293525033	0	2	alpha-1,6-mannosyltransferase activity	MF	1	1
GO:0004890	1.00000000000928	0.952567883088719	0	4	GABA-A receptor activity	MF	1	1
GO:2000302	1.00000000000931	0.817325217101086	0	1	positive regulation of synaptic vesicle exocytosis	BP	1	1
GO:0106035	1.00000000000931	0.84098510309941	0	3	protein maturation by [4Fe-4S] cluster transfer	BP	1	1
GO:0046368	1.00000000000932	0.773301548249941	0	3	GDP-L-fucose metabolic process	BP	1	1
GO:0004818	1.00000000000933	0.783498183481954	0	2	glutamate-tRNA ligase activity	MF	1	1
GO:0006424	1.00000000000933	0.783498183481954	0	2	glutamyl-tRNA aminoacylation	BP	1	1
GO:0016480	1.00000000000933	0.846558149370133	0	2	negative regulation of transcription by RNA polymerase III	BP	1	1
GO:0033597	1.0000000000094	0.834068859835576	0	1	mitotic checkpoint complex	CC	1	1
GO:1990298	1.0000000000094	0.834068859835576	0	1	bub1-bub3 complex	CC	1	1
GO:0097681	1.00000000000943	0.769480436052884	0	2	double-strand break repair via alternative nonhomologous end joining	BP	1	1
GO:0034721	1.00000000000944	0.657526013763689	0	2	histone H3-K4 demethylation, trimethyl-H3-K4-specific	BP	1	1
GO:0034498	1.00000000000944	0.727199640455516	0	2	early endosome to Golgi transport	BP	1	1
GO:0061815	1.00000000000947	0.921802199983177	0	1	Met1-linked polyubiquitin deubiquitinase activity	MF	1	1
GO:1990108	1.00000000000947	0.921802199983177	0	1	protein linear deubiquitination	BP	1	1
GO:0017018	1.00000000000947	0.676252274739589	0	2	myosin phosphatase activity	MF	1	1
GO:2001017	1.00000000000947	0.831451845731976	0	1	regulation of retrograde axon cargo transport	BP	1	1
GO:2001019	1.00000000000947	0.831451845731976	0	1	positive regulation of retrograde axon cargo transport	BP	1	1
GO:0008545	1.0000000000095	0.668704809924957	0	2	JUN kinase kinase activity	MF	1	1
GO:0035650	1.0000000000095	0.875535754463577	0	1	AP-1 adaptor complex binding	MF	1	1
GO:0071224	1.00000000000952	0.852079623312907	0	2	cellular response to peptidoglycan	BP	1	1
GO:0071846	1.00000000000955	0.869511972638344	0	1	actin filament debranching	BP	1	1
GO:1901224	1.00000000000955	0.869511972638344	0	1	positive regulation of NIK/NF-kappaB signaling	BP	1	1
GO:0034473	1.00000000000957	0.896901970913304	0	2	U1 snRNA 3'-end processing	BP	1	1
GO:0034476	1.00000000000957	0.896901970913304	0	2	U5 snRNA 3'-end processing	BP	1	1
GO:0071042	1.00000000000957	0.896901970913304	0	2	nuclear polyadenylation-dependent mRNA catabolic process	BP	1	1
GO:0071047	1.00000000000957	0.896901970913304	0	2	polyadenylation-dependent mRNA catabolic process	BP	1	1
GO:0000036	1.00000000000959	0.789146770047035	0	2	acyl carrier activity	MF	1	1
GO:0044620	1.00000000000959	0.789146770047035	0	2	ACP phosphopantetheine attachment site binding	MF	1	1
GO:0051192	1.00000000000959	0.789146770047035	0	2	prosthetic group binding	MF	1	1
GO:0140414	1.00000000000959	0.789146770047035	0	2	phosphopantetheine-dependent carrier activity	MF	1	1
GO:0000973	1.00000000000963	0.77730493604994	0	2	post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery	BP	1	1
GO:0019482	1.00000000000966	0.961876015934772	0	2	beta-alanine metabolic process	BP	1	1
GO:0019483	1.00000000000966	0.961876015934772	0	2	beta-alanine biosynthetic process	BP	1	1
GO:0002238	1.00000000000968	0.828593605562262	0	1	response to molecule of fungal origin	BP	1	1
GO:0009992	1.00000000000968	0.828593605562262	0	1	cellular water homeostasis	BP	1	1
GO:0032491	1.00000000000968	0.828593605562262	0	1	detection of molecule of fungal origin	BP	1	1
GO:0038009	1.00000000000968	0.828593605562262	0	1	regulation of signal transduction by receptor internalization	BP	1	1
